city,lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,temperature_category
Sidi Qacem,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Sidi Qacem,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Sidi Qacem,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
M’diq,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
M’diq,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
M’diq,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
M’diq,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
M’diq,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
M’diq,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
M’diq,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Youssoufia,34.25,-6.5625,2026-09-14,22.7,22.7,0.0,0,12.2,31.0,0,Normale
Youssoufia,34.25,-6.5625,2026-09-15,21.0,21.0,0.0,0,14.0,34.2,45,Normale
Youssoufia,34.25,-6.5625,2026-09-16,20.7,20.7,0.0,0,16.5,40.0,2,Normale
Youssoufia,34.25,-6.5625,2026-09-17,18.3,18.3,0.0,2,12.3,33.1,3,Fraîche
Youssoufia,34.25,-6.5625,2026-09-18,17.2,17.2,0.0,3,15.5,38.9,45,Fraîche
Youssoufia,34.25,-6.5625,2026-09-19,17.0,17.0,0.0,0,13.7,32.4,3,Fraîche
Youssoufia,34.25,-6.5625,2026-09-20,19.9,19.9,0.0,0,16.1,36.0,0,Fraîche
Midalt,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Midalt,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Midalt,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Midalt,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Midalt,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Midalt,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Midalt,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Aïn Harrouda,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Souq Sebt Oulad Nemma,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Mehdya,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Mehdya,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Mehdya,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Mehdya,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Mehdya,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Mehdya,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Mehdya,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Ouezzane,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Semara,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Semara,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Semara,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Semara,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Semara,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Semara,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Semara,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-14,17.5,17.5,0.0,0,17.0,36.0,1,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-15,16.4,16.4,0.0,0,17.2,36.4,3,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-16,14.9,14.9,0.0,0,19.2,40.3,0,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-17,16.8,16.8,0.0,13,16.7,40.0,3,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-18,16.3,16.3,0.0,33,19.3,42.1,45,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-19,17.4,17.4,0.0,7,18.8,33.8,45,Fraîche
Ait Ourir,34.6875,-1.9375,2026-09-20,19.2,19.2,0.0,8,20.9,37.4,2,Fraîche
Oulad Tayeb,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Oulad Tayeb,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Oulad Tayeb,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Oulad Tayeb,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Oulad Tayeb,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Oulad Tayeb,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Oulad Tayeb,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Tit Mellil,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Tit Mellil,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Tit Mellil,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Tit Mellil,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Tit Mellil,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Tit Mellil,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Tit Mellil,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Sidi Bennour,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Sidi Bennour,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Sidi Bennour,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Sidi Bennour,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Sidi Bennour,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Sidi Bennour,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Sidi Bennour,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Temsia,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Temsia,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Temsia,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Temsia,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Temsia,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Temsia,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Temsia,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Biougra,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Biougra,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Biougra,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Biougra,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Biougra,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Biougra,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Biougra,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Al Hoceïma,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Al Hoceïma,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Al Hoceïma,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Al Hoceïma,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Al Hoceïma,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Al Hoceïma,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Al Hoceïma,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Qasbat Tadla,35.5625,-5.375,2026-09-14,22.1,22.1,0.0,0,18.1,46.1,2,Normale
Qasbat Tadla,35.5625,-5.375,2026-09-15,20.8,20.8,0.0,0,13.2,34.9,2,Normale
Qasbat Tadla,35.5625,-5.375,2026-09-16,18.3,18.3,0.0,0,25.3,58.7,1,Fraîche
Qasbat Tadla,35.5625,-5.375,2026-09-17,17.5,17.5,0.0,3,11.3,27.4,3,Fraîche
Qasbat Tadla,35.5625,-5.375,2026-09-18,17.2,17.2,0.0,8,20.3,46.1,3,Fraîche
Qasbat Tadla,35.5625,-5.375,2026-09-19,21.7,21.7,0.0,3,27.8,56.5,3,Normale
Qasbat Tadla,35.5625,-5.375,2026-09-20,22.9,22.9,0.0,5,26.5,62.3,3,Normale
Aziylal,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Aziylal,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Aziylal,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Aziylal,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Aziylal,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Aziylal,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Aziylal,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Boujad,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Boujad,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Boujad,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Boujad,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Boujad,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Boujad,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Boujad,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Al Aaroui,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Al Aaroui,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Al Aaroui,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Al Aaroui,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Al Aaroui,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Al Aaroui,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Al Aaroui,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Mrirt,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Mrirt,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Mrirt,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Mrirt,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Mrirt,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Mrirt,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Mrirt,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Tineghir,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Tineghir,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Tineghir,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Tineghir,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Tineghir,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Tineghir,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Tineghir,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Bouknadel,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Bouknadel,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Bouknadel,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Bouknadel,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Bouknadel,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Bouknadel,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Bouknadel,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Cabo Bojador,32.3125,-9.25,2026-09-14,24.7,24.7,0.0,0,19.5,36.4,3,Normale
Cabo Bojador,32.3125,-9.25,2026-09-15,23.0,23.0,0.0,0,25.1,43.9,2,Normale
Cabo Bojador,32.3125,-9.25,2026-09-16,20.4,20.4,0.0,0,28.5,50.0,2,Normale
Cabo Bojador,32.3125,-9.25,2026-09-17,18.8,18.8,0.0,0,19.6,34.2,2,Fraîche
Cabo Bojador,32.3125,-9.25,2026-09-18,18.3,18.3,0.0,3,23.7,43.6,2,Fraîche
Cabo Bojador,32.3125,-9.25,2026-09-19,19.1,19.1,0.0,3,18.8,34.6,3,Fraîche
Cabo Bojador,32.3125,-9.25,2026-09-20,22.5,22.5,0.0,0,20.6,38.5,1,Normale
Zagora,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
Zagora,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
Zagora,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
Zagora,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
Zagora,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
Zagora,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
Zagora,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
Azemmour,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
Azemmour,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
Azemmour,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
Azemmour,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
Azemmour,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
Azemmour,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
Azemmour,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
El Hajeb,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
El Hajeb,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
El Hajeb,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
El Hajeb,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
El Hajeb,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
El Hajeb,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
El Hajeb,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
Jerada,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
Jerada,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
Jerada,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
Jerada,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
Jerada,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
Jerada,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
Jerada,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
El Aïoun,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
El Aïoun,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
El Aïoun,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
El Aïoun,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
El Aïoun,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
El Aïoun,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
El Aïoun,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
Tameslouht,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
Tameslouht,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
Tameslouht,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
Tameslouht,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
Tameslouht,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
Tameslouht,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
Tameslouht,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-14,19.2,19.2,0.0,0,25.2,41.0,1,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-15,18.9,18.9,0.0,0,23.6,38.2,3,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-16,18.4,18.4,0.0,0,23.4,37.4,1,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-17,20.0,20.0,0.0,11,26.2,46.4,3,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-18,18.5,18.5,0.0,13,26.8,48.6,45,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-19,18.7,18.7,0.0,6,17.7,30.6,3,Fraîche
Sidi Yahia El Gharb,34.4375,-2.875,2026-09-20,19.9,19.9,0.0,5,21.8,35.3,45,Fraîche
Chichaoua,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Chichaoua,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Chichaoua,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Chichaoua,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Chichaoua,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Chichaoua,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Chichaoua,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Al ’Attawia,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Al ’Attawia,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Al ’Attawia,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Al ’Attawia,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Al ’Attawia,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Al ’Attawia,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Al ’Attawia,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Tabount,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Tabount,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Tabount,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Tabount,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Tabount,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Tabount,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Tabount,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Zaïo,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Zaïo,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Zaïo,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Zaïo,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Zaïo,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Zaïo,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Zaïo,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Aguelmous,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Aguelmous,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Aguelmous,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Aguelmous,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Aguelmous,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Aguelmous,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Aguelmous,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Asilah,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Asilah,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Asilah,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
Asilah,33.9375,-6.875,2026-09-17,18.5,18.5,0.0,0,12.4,33.1,3,Fraîche
Asilah,33.9375,-6.875,2026-09-18,16.4,16.4,0.0,0,14.8,38.9,45,Fraîche
Asilah,33.9375,-6.875,2026-09-19,17.5,17.5,0.0,3,12.6,27.0,2,Fraîche
Asilah,33.9375,-6.875,2026-09-20,20.7,20.7,0.0,3,13.8,27.7,0,Normale
Imzouren,33.9375,-6.875,2026-09-14,23.4,23.4,0.0,0,11.0,30.2,0,Normale
Imzouren,33.9375,-6.875,2026-09-15,21.0,21.0,0.0,0,12.9,34.9,1,Normale
Imzouren,33.9375,-6.875,2026-09-16,20.3,20.3,0.0,0,15.9,41.0,2,Normale
