lat,lng,date,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code
33.125,-5.8125,2026-09-16,29.6,15.6,0.0,0,19.5,41.4,1
33.125,-5.8125,2026-09-17,28.4,15.8,0.0,13,15.2,31.7,3
33.125,-5.8125,2026-09-18,29.9,13.9,0.0,30,20.6,40.7,2
33.125,-5.8125,2026-09-19,31.0,17.0,0.3,12,15.8,34.9,3
33.125,-5.8125,2026-09-20,33.3,17.6,0.0,13,16.9,32.8,2
35.5,-6.0,2026-09-14,32.4,23.5,0.0,0,23.5,42.5,0
35.5,-6.0,2026-09-15,32.5,22.0,0.0,0,21.1,38.9,0
35.5,-6.0,2026-09-16,25.3,19.8,0.0,0,21.9,39.6,3
35.5,-6.0,2026-09-17,24.1,19.2,0.0,2,16.6,30.2,3
35.5,-6.0,2026-09-18,28.6,17.1,0.0,3,25.5,49.0,2
35.5,-6.0,2026-09-19,36.5,21.6,0.0,3,19.2,34.9,2
35.5,-6.0,2026-09-20,37.8,23.3,0.0,3,18.1,36.0,1
35.125,-3.875,2026-09-14,29.9,19.3,0.0,0,14.6,26.6,1
35.125,-3.875,2026-09-15,26.5,19.1,0.0,0,12.3,22.7,3
35.125,-3.875,2026-09-16,29.0,19.9,0.0,5,11.8,21.6,1
35.125,-3.875,2026-09-17,25.9,19.6,0.0,8,14.4,26.6,3
35.125,-3.875,2026-09-18,26.3,18.7,0.0,8,16.2,30.2,3
35.125,-3.875,2026-09-19,30.2,19.3,0.0,1,12.0,23.4,3
35.125,-3.875,2026-09-20,30.7,20.9,0.0,0,11.7,23.4,3
33.4375,-7.5,2026-09-14,38.4,23.9,0.0,0,19.6,35.3,3
33.4375,-7.5,2026-09-15,33.1,20.7,0.0,0,18.3,33.5,45
33.4375,-7.5,2026-09-16,27.8,19.2,0.0,0,19.8,35.3,45
33.4375,-7.5,2026-09-17,27.1,18.2,0.0,2,15.0,28.4,3
33.4375,-7.5,2026-09-18,27.8,16.2,0.0,3,20.2,37.4,45
33.4375,-7.5,2026-09-19,27.6,18.4,0.0,5,13.1,34.9,45
33.4375,-7.5,2026-09-20,30.7,20.1,0.0,5,13.3,35.3,45
31.75,-7.0625,2026-09-14,35.4,23.4,0.0,3,19.5,38.2,3
31.75,-7.0625,2026-09-15,33.1,21.7,0.0,5,20.0,39.6,3
31.75,-7.0625,2026-09-16,29.9,17.5,0.0,0,18.0,34.2,0
31.75,-7.0625,2026-09-17,26.3,15.0,0.0,3,13.5,26.3,1
31.75,-7.0625,2026-09-18,27.8,14.7,0.0,18,12.4,23.4,1
31.75,-7.0625,2026-09-19,31.2,16.1,0.3,14,13.4,36.0,3
31.75,-7.0625,2026-09-20,33.7,17.8,0.3,15,13.1,35.3,3
33.9375,-5.1875,2026-09-14,37.5,22.1,0.0,3,17.2,33.1,3
33.9375,-5.1875,2026-09-15,34.4,21.8,0.0,0,18.4,38.5,3
33.9375,-5.1875,2026-09-16,31.1,20.3,0.0,0,19.0,36.7,1
33.9375,-5.1875,2026-09-17,26.4,17.6,0.0,5,15.1,28.8,45
33.9375,-5.1875,2026-09-18,30.7,16.5,0.0,13,14.2,28.4,3
33.9375,-5.1875,2026-09-19,36.3,19.2,0.3,5,13.5,26.3,3
33.9375,-5.1875,2026-09-20,37.9,21.3,0.0,5,17.9,33.8,1
32.8125,-8.5,2026-09-14,39.8,22.4,0.0,0,21.1,36.7,1
32.8125,-8.5,2026-09-15,35.0,20.9,0.0,0,22.3,38.5,3
32.8125,-8.5,2026-09-16,28.4,19.3,0.0,0,21.6,37.4,2
32.8125,-8.5,2026-09-17,27.1,17.9,0.0,0,17.6,31.3,3
32.8125,-8.5,2026-09-18,28.8,17.3,0.0,2,20.7,37.8,45
32.8125,-8.5,2026-09-19,31.3,18.5,0.0,3,18.8,34.2,3
32.8125,-8.5,2026-09-20,36.4,20.7,0.0,0,19.1,35.3,0
34.875,-6.25,2026-09-14,33.7,21.2,0.0,0,15.4,25.9,0
34.875,-6.25,2026-09-15,28.1,19.1,0.0,0,28.0,46.1,45
34.875,-6.25,2026-09-16,25.2,19.4,0.0,0,18.2,30.2,45
34.875,-6.25,2026-09-17,24.8,18.4,0.0,0,12.9,22.0,45
34.875,-6.25,2026-09-18,25.3,15.6,0.0,3,19.7,32.8,45
34.875,-6.25,2026-09-19,30.7,17.4,0.0,3,18.6,32.8,3
34.875,-6.25,2026-09-20,35.9,20.1,0.0,3,19.5,35.3,0
34.5625,-5.9375,2026-09-14,39.6,24.3,0.0,0,18.9,34.9,0
34.5625,-5.9375,2026-09-15,34.9,20.8,0.0,0,19.5,37.1,1
34.5625,-5.9375,2026-09-16,29.6,19.8,0.0,0,18.6,34.2,2
34.5625,-5.9375,2026-09-17,27.7,19.0,0.0,0,12.4,23.8,3
34.5625,-5.9375,2026-09-18,31.8,16.2,0.0,3,15.4,34.6,45
34.5625,-5.9375,2026-09-19,36.2,18.7,0.0,0,19.6,36.4,3
34.5625,-5.9375,2026-09-20,40.6,20.9,0.0,0,15.3,34.9,1
34.5,-5.5,2026-09-14,40.0,26.5,0.0,0,16.6,31.3,0
34.5,-5.5,2026-09-15,36.0,22.0,0.0,0,19.0,36.4,3
34.5,-5.5,2026-09-16,31.4,20.4,0.0,0,19.3,36.0,2
34.5,-5.5,2026-09-17,28.1,19.8,0.0,2,12.5,23.8,3
34.5,-5.5,2026-09-18,33.1,17.4,0.0,3,10.5,18.7,45
34.5,-5.5,2026-09-19,39.0,20.9,0.0,3,16.2,29.9,2
34.5,-5.5,2026-09-20,41.1,22.5,0.0,3,12.3,27.4,1
35.125,-3.0,2026-09-14,27.1,21.3,0.0,0,22.1,40.7,2
35.125,-3.0,2026-09-15,27.8,20.0,0.0,0,14.2,28.8,45
35.125,-3.0,2026-09-16,31.8,17.6,0.0,0,13.4,26.3,45
35.125,-3.0,2026-09-17,26.9,20.0,0.0,3,10.5,22.7,3
35.125,-3.0,2026-09-18,26.3,19.4,0.0,10,19.5,38.5,3
35.125,-3.0,2026-09-19,27.9,21.6,0.0,8,18.9,34.6,3
35.125,-3.0,2026-09-20,27.9,21.8,0.0,3,19.2,35.3,3
30.625,-8.5,2026-09-14,40.4,23.0,0.0,5,34.4,63.0,3
30.625,-8.5,2026-09-15,39.2,24.9,0.1,5,21.6,59.4,3
30.625,-8.5,2026-09-16,35.8,21.0,0.0,0,27.5,51.1,0
30.625,-8.5,2026-09-17,30.2,17.5,0.0,3,31.3,56.9,1
30.625,-8.5,2026-09-18,30.6,16.4,0.0,13,28.0,54.7,1
30.625,-8.5,2026-09-19,35.8,18.1,0.6,6,23.5,40.3,3
30.625,-8.5,2026-09-20,38.5,25.1,0.0,3,15.8,28.8,3
33.375,-8.0,2026-09-14,33.4,22.4,0.0,0,15.6,30.2,1
33.375,-8.0,2026-09-15,29.4,20.8,0.0,0,17.0,33.5,45
33.375,-8.0,2026-09-16,25.9,19.7,0.0,0,19.8,37.8,45
33.375,-8.0,2026-09-17,25.9,18.3,0.0,0,16.6,32.0,3
33.375,-8.0,2026-09-18,26.0,17.2,0.0,3,21.3,41.4,2
33.375,-8.0,2026-09-19,27.9,19.0,0.0,3,19.5,37.1,45
33.375,-8.0,2026-09-20,30.9,20.1,0.0,0,17.9,35.6,45
32.5,-1.9375,2026-09-14,34.3,21.5,0.1,5,14.5,29.5,3
32.5,-1.9375,2026-09-15,32.2,20.3,0.2,15,20.3,31.7,3
32.5,-1.9375,2026-09-16,29.3,20.2,0.0,3,15.6,24.8,3
32.5,-1.9375,2026-09-17,30.3,17.5,0.0,25,21.8,33.8,3
32.5,-1.9375,2026-09-18,29.3,17.9,0.0,28,16.1,23.8,3
32.5,-1.9375,2026-09-19,32.1,20.2,0.0,13,11.4,22.0,3
32.5,-1.9375,2026-09-20,31.5,18.8,0.0,10,13.8,19.8,3
31.375,-7.9375,2026-09-14,35.6,24.2,0.0,8,24.1,56.9,3
31.375,-7.9375,2026-09-15,33.8,22.5,0.0,3,19.2,37.4,3
31.375,-7.9375,2026-09-16,30.7,18.4,0.0,0,17.5,33.1,0
31.375,-7.9375,2026-09-17,26.5,15.0,0.0,5,14.1,27.7,1
31.375,-7.9375,2026-09-18,27.6,14.8,0.0,13,14.0,27.0,2
31.375,-7.9375,2026-09-19,31.4,17.3,0.9,17,13.9,24.5,3
31.375,-7.9375,2026-09-20,33.7,18.0,0.0,18,15.9,27.0,3
31.4375,-4.25,2026-09-14,38.2,23.5,0.2,8,13.3,23.0,80
31.4375,-4.25,2026-09-15,35.1,26.4,0.0,8,22.8,41.0,3
31.4375,-4.25,2026-09-16,34.8,23.2,0.0,0,13.0,21.2,2
31.4375,-4.25,2026-09-17,35.3,23.2,0.0,25,12.0,20.2,3
31.4375,-4.25,2026-09-18,35.2,24.6,0.0,24,15.0,27.0,3
31.4375,-4.25,2026-09-19,33.2,23.6,0.0,18,14.8,23.4,3
31.4375,-4.25,2026-09-20,34.4,20.6,0.0,3,8.4,16.2,2
34.0625,-4.4375,2026-09-14,36.6,21.7,0.0,0,12.7,24.8,3
34.0625,-4.4375,2026-09-15,35.3,21.2,0.0,0,17.3,32.4,3
34.0625,-4.4375,2026-09-16,30.5,18.9,0.0,0,17.3,33.5,1
34.0625,-4.4375,2026-09-17,27.5,16.8,0.0,13,14.8,28.4,3
34.0625,-4.4375,2026-09-18,30.9,16.2,0.0,23,21.2,40.0,3
34.0625,-4.4375,2026-09-19,35.6,21.3,0.0,5,19.5,38.2,3
34.0625,-4.4375,2026-09-20,36.5,22.5,0.0,5,22.7,41.0,1
33.0625,-4.0,2026-09-14,36.4,19.7,0.1,18,21.9,35.6,3
33.0625,-4.0,2026-09-15,35.3,20.0,0.1,18,17.4,34.9,3
33.0625,-4.0,2026-09-16,31.3,17.9,0.0,0,14.3,22.7,2
33.0625,-4.0,2026-09-17,33.2,17.9,0.0,28,33.4,56.9,3
33.0625,-4.0,2026-09-18,29.9,15.9,0.0,38,28.6,45.4,3
33.0625,-4.0,2026-09-19,33.1,17.6,0.0,21,13.8,25.9,3
33.0625,-4.0,2026-09-20,34.5,18.8,0.0,5,19.5,29.2,2
31.5625,-9.0,2026-09-14,40.4,24.8,0.0,3,26.9,46.8,3
31.5625,-9.0,2026-09-15,38.3,24.7,0.0,0,24.5,41.0,3
31.5625,-9.0,2026-09-16,34.0,21.3,0.0,0,27.3,45.7,0
31.5625,-9.0,2026-09-17,28.5,17.4,0.0,0,20.7,36.0,2
31.5625,-9.0,2026-09-18,31.0,17.1,0.0,8,17.3,29.2,1
31.5625,-9.0,2026-09-19,34.6,18.2,2.4,8,14.3,40.0,80
31.5625,-9.0,2026-09-20,38.0,21.3,0.0,3,21.4,33.8,2
33.875,-5.625,2026-09-14,38.2,23.4,0.0,3,18.6,41.4,2
33.875,-5.625,2026-09-15,34.4,21.2,0.0,0,18.4,40.7,3
33.875,-5.625,2026-09-16,30.6,18.9,0.0,0,18.6,41.0,1
33.875,-5.625,2026-09-17,26.6,17.6,0.0,4,14.5,32.8,3
33.875,-5.625,2026-09-18,30.3,15.6,0.0,8,13.7,31.0,2
33.875,-5.625,2026-09-19,35.1,19.0,0.0,5,9.5,32.4,3
33.875,-5.625,2026-09-20,37.4,21.8,0.0,5,18.4,34.9,2
32.4375,-6.3125,2026-09-14,40.5,24.0,0.0,5,24.3,52.9,3
32.4375,-6.3125,2026-09-15,38.2,25.3,0.0,0,20.2,36.0,3
32.4375,-6.3125,2026-09-16,34.8,20.5,0.0,0,17.2,33.1,0
32.4375,-6.3125,2026-09-17,32.0,17.8,0.0,2,14.8,26.3,3
32.4375,-6.3125,2026-09-18,33.8,17.9,0.0,13,5.6,13.7,3
32.4375,-6.3125,2026-09-19,35.8,21.9,0.6,10,14.3,28.4,3
32.4375,-6.3125,2026-09-20,37.8,26.7,0.0,10,18.0,37.1,2
32.6875,-5.9375,2026-09-14,38.2,19.3,0.0,3,22.3,51.5,3
32.6875,-5.9375,2026-09-15,35.8,19.7,0.0,0,21.0,37.1,3
32.6875,-5.9375,2026-09-16,32.1,17.3,0.0,0,14.3,25.9,1
32.6875,-5.9375,2026-09-17,30.2,17.1,0.0,4,13.4,27.7,3
32.6875,-5.9375,2026-09-18,32.3,14.8,0.0,13,9.5,16.9,2
32.6875,-5.9375,2026-09-19,34.1,19.5,0.3,8,10.4,21.2,3
32.6875,-5.9375,2026-09-20,36.7,19.6,0.0,8,14.3,31.7,2
31.1875,-8.875,2026-09-14,35.4,25.1,0.0,5,25.2,45.0,3
31.1875,-8.875,2026-09-15,34.2,24.4,0.0,3,24.8,43.2,2
31.1875,-8.875,2026-09-16,30.3,19.9,0.0,0,25.0,43.6,1
31.1875,-8.875,2026-09-17,25.6,16.4,0.0,0,17.4,30.6,45
31.1875,-8.875,2026-09-18,26.9,15.6,0.0,8,18.4,32.4,2
31.1875,-8.875,2026-09-19,31.5,18.5,2.1,17,11.6,24.5,3
31.1875,-8.875,2026-09-20,33.3,21.8,0.3,18,12.2,25.9,3
32.125,-9.0625,2026-09-14,41.2,27.8,0.0,0,24.5,45.0,3
32.125,-9.0625,2026-09-15,38.0,24.4,0.0,0,24.8,45.4,3
32.125,-9.0625,2026-09-16,30.8,20.4,0.0,0,21.6,40.0,2
32.125,-9.0625,2026-09-17,27.3,18.1,0.0,0,17.5,33.1,2
32.125,-9.0625,2026-09-18,30.6,18.0,0.0,3,20.4,36.7,2
32.125,-9.0625,2026-09-19,32.1,19.0,0.0,3,17.1,31.7,3
32.125,-9.0625,2026-09-20,38.3,22.7,0.0,3,19.6,38.2,1
26.18629,-10.559204,2026-09-14,36.0,25.7,3.0,51,27.6,45.0,53
26.18629,-10.559204,2026-09-15,35.1,23.6,0.0,18,19.6,25.9,0
26.18629,-10.559204,2026-09-16,37.2,22.3,0.0,1,43.1,61.6,0
26.18629,-10.559204,2026-09-17,31.6,18.0,0.0,0,35.4,52.6,0
26.18629,-10.559204,2026-09-18,29.5,16.3,0.0,0,32.0,49.0,3
26.18629,-10.559204,2026-09-19,32.8,16.6,0.0,0,22.4,41.0,3
26.18629,-10.559204,2026-09-20,35.6,20.3,4.4,18,33.8,50.8,53
